Book,n_words,n_unique_words,long_word_freq,mean_word_length,single_use_word_freq,eth_freq,PROPN_freq,NOUN_freq,ADJ_freq,VERB_freq,ADV_freq,OTHER_freq,polarity,subjectivity,anger_freq,anticipation_freq,disgust_freq,fear_freq,joy_freq,negative_freq,positive_freq,sadness_freq,surprise_freq,trust_freq,named_entities_freq
Buddhism,1.8057686724946957,0.2565730456072562,0.6391982072405029,0.6378526317620847,-2.7782430403903478,-0.37558656358733744,-0.09401755448041366,-0.9612718644749021,0.6482715423450136,0.6137343212951891,0.9116039877689575,-0.621869908208106,-0.17164609608578293,-0.3813153669046695,0.3065447062345615,-0.5961719204455951,1.504661293373526,0.40799075059813256,0.3196679584955498,-0.0016558362885164954,-0.5868641651321229,0.9296578608952377,-0.5156018102840313,0.027510924809719995,-0.3158387035615235
Buddhism,0.0365381286575014,-0.38377239448881967,0.9639363926611201,0.619942780745712,-2.7424430407446994,-0.37558656358733744,-1.0041110709932206,1.1514299319782855,0.361970020768374,-0.29626551969384823,-0.4051152722214948,-0.3387317385890626,-0.38224552310791393,0.7528641502907065,-0.657274581407254,-1.0342343607510123,-0.046231934563028425,-1.0955210037784735,-0.3053019382972777,1.8494960368712148,0.21324263402534033,-1.0761770696593391,-0.45073658478790685,1.207296149764494,-0.6704645794648293
Buddhism,0.804140798470464,0.1605212295928448,-0.23658644526719594,0.12375963497779074,-1.8787442461021713,-0.37558656358733744,-1.3614539965111068,1.3977530743481805,-0.24085709029385202,0.25233792667897054,-0.8351217375413059,0.08120978302239402,-1.3891740335574778,0.3704052965078368,-0.5048347016070046,-0.36089134089523695,-0.3411851210356202,0.16184059612054666,-1.1629869702471352,3.590733765587141,-0.9216608607581682,0.6012689563354177,-0.17649444778991152,-0.77854153625092,-0.5086303377006833
Buddhism,0.251841316531869,-0.335746486481614,-0.07669058896760296,0.7331889984444379,-2.660574824500774,-0.37558656358733744,-0.47575726889979836,1.3301374092902107,-1.1796562841474212,-0.17340858941225246,0.026679837877487293,0.15205712432710178,0.21344999904039944,1.1108993500093376,-0.6773980702126609,-0.554542788202404,-0.9593746762452988,-0.7333752243683054,-0.9940717814197829,0.6621415356564025,0.5725864048966687,-0.721875385664185,-0.6289644006370713,1.8643281559591713,-0.3275728514765385
Buddhism,-0.8153136146715181,-1.0081091985824937,10.368031956432926,3.8053843153424536,-2.018066765863353,-0.37558656358733744,-0.25494704193172296,3.9555697163254098,-2.0665620552251647,-2.978326813072074,-1.3909837536864273,1.5936754951579555,-2.2776403663070925,-2.498887529067129,-1.087917241842959,-1.2921589751364448,-0.9593746762452988,1.7748196182132292,0.5920907340206285,1.053190482495241,-0.9980818456293308,1.0299496074229666,-0.7912790186425603,1.0494904827323268,0.7493611682792785
Buddhism,1.2909132232299037,0.4967025856432846,1.3307994613577123,1.8161675020459385,-2.21989356675027,-0.37558656358733744,-0.5246868078302241,0.5616168763764264,-0.5768375178680171,0.4677155759957068,-0.8467021962109957,0.4987506727470217,-2.1737831146249462,-0.20025780749796965,0.5173354658276753,-0.5929347713540097,0.974607044095058,1.2646427966964315,-0.8017002105262857,1.0572790341184337,-1.2651158671328844,2.513334509554026,-0.04118056799260925,-0.9513910063981256,-0.3876696159718408
Buddhism,1.1504981007031423,-0.4157896664936235,1.166486143265436,1.5339367405013056,-3.1901572243473755,-0.37558656358733744,-0.1398580751483624,-2.189271214950645,3.272610686662853,-0.9681354194492018,-0.22984976440550672,1.4139955243007765,-0.5545541452169302,-0.8380466175671576,0.9483665962437515,0.4501132544870072,1.353718692585618,-0.7533611945344295,0.7310083082950064,-0.16116350259466952,-0.6725432437481992,-0.5740541532688557,0.9339856296939293,-0.11419567779958172,-0.3532141376612008
Buddhism,-0.1225990102061616,-0.5598673905152405,5.690948744817563,3.387024109722618,-2.4252479272032508,-0.37558656358733744,1.073748613909883,0.31073331339971255,-1.2631151137291752,-0.8003505840264261,-1.3909837536864273,1.851082194981442,1.513149320091265,0.8103067682824353,0.17916597059286507,-0.28030087254744007,0.3839987802680414,0.14645330381409022,0.0053339867358437815,-0.5561263371876709,-0.16773845231766102,0.38191062985918034,0.21070160404517027,0.4562018691786981,1.3254257944167198
Buddhism,0.07398216133130445,-0.3197378504792121,1.8038226498051753,1.728066990501339,-1.8386651650749821,-0.37558656358733744,-0.3334167920112871,0.2855537267155042,-1.0264634691430836,1.7208218992930817,-0.20346035555821307,-1.1015240676997275,-1.6944419530150379,0.06729899208508029,-0.003335726671554149,0.007016860286474756,0.7654505024878785,-0.29820416433633395,0.1683219720927283,0.9164511448751241,-0.7766569407462188,0.561921456960232,0.7096302268649867,-0.44089637257147474,-0.6789750235072515
Buddhism,-0.6748984921447566,-0.8640314745608766,1.6046549915115067,3.448345400135388,-2.3768699674400944,-0.37558656358733744,0.1766365835058789,-1.4033031888571963,-1.1131383513165902,2.1907367705295977,-1.3909837536864273,1.5936754951579555,-2.2776403663070925,2.7458732440906717,0.7423140650087866,-0.19597936399835644,0.9810536498295257,-0.01914327053158508,0.1153508768517408,-0.023631801263178032,-0.6659444883046629,1.293215442058255,0.656026325239717,-0.62719472948445,1.576292647734638
Buddhism,2.2082920237380788,0.48069394964088275,-0.19728198796198057,0.3723178229668121,-2.609348964911415,-0.23590240869206294,-1.138544286910482,0.47177383950452817,0.5567635206179544,-0.9137599971364951,0.6186712277613199,1.0514459973049306,1.0393006092914703,-1.6118272248315115,-0.8233054866354775,0.1341952176697426,1.5655200131050757,0.9275503984686905,0.5461399044139889,0.1932153711976395,-0.7979991002530248,-0.847801887807041,0.8827127044020017,-0.3241793296862372,-0.5375203648376419
